imdb_key,actor,imdb_title,year,genre,big5_neuroticism_percentile,big5_neuroticism_raw,facet_anger_percentile,facet_anger_raw,facet_anxiety_percentile,facet_anxiety_raw,facet_depression_percentile,facet_depression_raw,facet_immoderation_percentile,facet_immoderation_raw,facet_self_consciousness_percentile,facet_self_consciousness_raw,facet_vulnerability_percentile,facet_vulnerability_raw
tt0118571,PETROV,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.6517783040915290,0.4893578731574452,0.6369701462205676,0.5548758659496507,0.4654945514271096,0.5882059845794154,0.3607058118727771,0.4258542378486300,0.2099567298998498,0.4695920683378976,0.2901610277642001,0.5176205217549075,0.2446579660186395,0.4235720347789382
tt0118571,DOHERTY,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8005477526734694,0.5149198310050681,0.4196375991310429,0.5246241439854493,0.3240942333227226,0.5629949051528496,0.8222776530946246,0.5069683116409529,0.7013442733353146,0.5208960011146275,0.4243575418602825,0.5366769701836299,0.1813673037894393,0.4096339586361948
tt0118571,MARSHALL,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.7759208683289442,0.5101231414557670,0.7360718707490481,0.5702376325712237,0.3320889576746396,0.5645039725817823,0.8666531729425710,0.5187890316176635,0.5830689028549074,0.5086538598616579,0.5390055732899269,0.5518675069347959,0.3218197947854370,0.4381479715076654
tt0118571,GIBBS,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9185583415869993,0.5460291535984610,0.7695390512198679,0.5760369330992289,0.2258079567754037,0.5427783236301157,0.7509098818006539,0.4913412805137817,0.0550930240683700,0.4391986344931769,0.4567348665732152,0.5409967648697864,0.1803374314206670,0.4093846431161017
tt0118571,KORSHUNOV,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.7095823514040248,0.4984922961904146,0.6506344332323523,0.5568807587876525,0.3136128679703114,0.5609929737677524,0.7505919263805159,0.4912778054474932,0.2225191781816610,0.4712393116447958,0.4325327230306143,0.5377729521721034,0.2992628792902309,0.4340764614600963
tt0118571,SHEPHERD,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9730762882575446,0.5760540024739554,0.6555415843458553,0.5576076178390564,0.1405208281154561,0.5205966453217340,0.6585316129065025,0.4743098723264048,0.2046085499856474,0.4688733149766482,0.2890033121396974,0.5174424356744374,0.0681114435869453,0.3726917227616383
tt0118571,MITCHELL,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9585654371087857,0.5651299512471362,0.2322163537321130,0.4957092585837717,0.1902147618808400,0.5342958782241911,0.7516391447344141,0.4914870300610182,0.2307171286243864,0.4722857165320129,0.4469478764616969,0.5396963668980337,0.1725618060128335,0.4074726561162129
tt0118571,AIDE,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8685976445994703,0.5304901136848228,0.7943570485816267,0.5806471112705888,0.3859325971629838,0.5743390952982685,0.8521936541916515,0.5146834059899997,0.2652456816883950,0.4764839537830514,0.5845750236285550,0.5579546697755642,0.0985612865988058,0.3854474955081078
tt0118571,"INT. AIR FORCE ONE, ","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8407384504685201,0.5235964625822411,0.8399440625287409,0.5900856016625025,0.6640182916030868,0.6229902648562481,0.9790742605949535,0.5773314615241631,0.1614487656515890,0.4625989320541348,0.8758774691191179,0.6074701118421950,0.5065795882119686,0.4686726335174645
tt0118571,"COL. AXELROD","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9047093952011303,0.5411486053079254,0.7109117270731419,0.5661235362211173,0.2363722998198677,0.5451449809026940,0.6743020116654569,0.4770565144916401,0.0187637388602165,0.4206493452884213,0.4419241146042738,0.5390272410174328,0.1841198947932914,0.4102960010102736
tt0118571,"EXT. AIR FORCE ONE -","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.7894604973637684,0.5127197162856545,0.6668939710681435,0.5593043563871752,0.6668997430247392,0.6235299450840465,0.9678314026191320,0.5656039107498183,0.0390684001920272,0.4328860381722456,0.9390506473352314,0.6281090513606757,0.6150992149382983,0.4862659321601854
tt0118571,ROSE,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.5705616082562011,0.4773889218961622,0.6463232870661584,0.5562452568023656,0.3077535809510730,0.5598614041228080,0.7242136004280512,0.4861506737907032,0.3320739509843897,0.4839042091770616,0.4053892617219981,0.5341163166905810,0.3795672399044062,0.4480868320086310
tt0118571,ALICE,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.4766828589927072,0.4640691316191791,0.5817766874936521,0.5470048969340485,0.4211199987929760,0.5805386816533615,0.6558150048321976,0.4738417508557704,0.5531497257256167,0.5057279372743517,0.5669317857699281,0.5555845034802596,0.4281601824478316,0.4560862531077667
tt0118571,"MAJOR CALDWELL","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8750585434972207,0.5322290252670812,0.4683659850618544,0.5313746945358322,0.0983272295293471,0.5060597808921148,0.6883551784988087,0.4795501157954049,0.2228705259543653,0.4712846019549375,0.5087597858983620,0.5478700372951600,0.1301182312694567,0.3958936244925659
tt0118571,BAZYLEV,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.6167679412720506,0.4841083759264227,0.6639197820662935,0.5588576980749991,0.3335453927944547,0.5647773104087432,0.9186791446858996,0.5368741281662790,0.0817290981041088,0.4470324566295736,0.6502332345070607,0.5670230276554992,0.2684788770859183,0.4282852203470994
tt0118571,"SECRET SERVICE AGENT","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9898312126887152,0.5981516762892106,0.6816323941665410,0.5615418704612702,0.2584513928318958,0.5499115154180960,0.8741038302486902,0.5210247299381086,0.2242805858216470,0.4714659573609691,0.4744639332993192,0.5433441102581322,0.1879464250734759,0.4112061935816539
tt0118571,"RAMSTEIN A.B. CONTRO","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.7504353973354798,0.5054652270513242,0.8787286170577210,0.5996242511107448,0.7101107851160728,0.6318731736730155,0.9570709483377753,0.5572323295199759,0.0406968611577461,0.4336141642008158,0.8752193325557469,0.6073013637314847,0.6345526980670813,0.4895344019099114
tt0118571,ZEDECK,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8495238178031836,0.5256763410527006,0.5870333667224924,0.5477420316515720,0.3560784984603900,0.5689498406653626,0.8793890498610561,0.5226671699511687,0.0305431036570669,0.4286094230169443,0.8225268556097645,0.5953894963681416,0.2494019485883869,0.4245292528215164
tt0118571,"EXT. SKY - NIGHT","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8827343340154521,0.5343786640654146,0.7520680378319116,0.5729571593543554,0.4545531825520738,0.5863261091110408,0.9287998458295170,0.5413501730656773,0.0797059220941692,0.4465129055569544,0.8972218082109005,0.6133243688248121,0.4377361762605997,0.4576375465157786
tt0118571,SERGE,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8466989634244064,0.5249990158888431,0.7244544121204710,0.5683151006751666,0.4018467850287663,0.5771601494102093,0.9217118288957031,0.5381686836475169,0.4046930429503002,0.4913211158064975,0.7617582815839437,0.5841779905173119,0.2775977588621423,0.4300326436560451
tt0118571,"INT. FLIGHT DECK - N","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.6041596587855693,0.4822551917805508,0.6637677353047900,0.5588349056479169,0.6290033465555509,0.6165633705068826,0.9288218423681100,0.5413604159909782,0.1852584583592231,0.4661739334764169,0.8563735732575881,0.6027104211983181,0.4060034944027455,0.4524688848433621
tt0118571,"INT. MISSION COMMUNI","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.6646141913422137,0.4913288133059760,0.9565877326198600,0.6293588852609281,0.8124266226470680,0.6545940909443202,0.9947254615221817,0.6104127794612975,0.3495388089542610,0.4857347523651191,0.9611180705152450,0.6395252395658165,0.7103835234567428,0.5029500642932397
tt0118571,"INT. WHITE HOUSE SIT","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8667445505617333,0.5300023221997892,0.9509740752037724,0.6261860723767230,0.8610446770202220,0.6681074010490373,0.9813935847894782,0.5803987600852604,0.0704097772952758,0.4439880109550878,0.9519066484048249,0.6342537091139503,0.7205221695724692,0.5048542614495085
tt0118571,"V.P. CHANDLER","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9364101116378593,0.5533506306583109,0.4817879767387402,0.5332182239841337,0.1458352284945781,0.5222005128535123,0.5727026780817935,0.4600461561996784,0.1678638421410645,0.4635936153528844,0.4044119278862540,0.5339836206574637,0.0847495108301670,0.3800943211676480
tt0118571,"GENERAL NORTHWOOD","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.6979915599621865,0.4966020225388860,0.7664579579468795,0.5754847139909548,0.3709083916041104,0.5716444652010697,0.9577301589472312,0.5576927505325201,0.2887829144107376,0.4791863696528891,0.8429381248850988,0.5996816155327528,0.3839916208927435,0.4488261146704536
tt0118571,DEAN,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8446191469361486,0.5245056013886641,0.2756229393728950,0.5031286365503287,0.1607924604028870,0.5265145235227564,0.5995228176883219,0.4644071701118100,0.2697855498675933,0.4770141347366526,0.7498575032261258,0.5821822168280575,0.1138272040507927,0.3907590927751289
tt0118571,LEE,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9684806049573873,0.5721562275749399,0.4870553526597765,0.5339408149997533,0.0931608815704328,0.5039868026170257,0.4355434044045533,0.4381604865337760,0.0786320666670156,0.4462330781172732,0.1318589111644169,0.4879046244271934,0.0501840093619296,0.3629396343027001
tt0118571,"COL. CARLTON","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8185557765354153,0.5186570297971367,0.6062570283395714,0.5504575288807153,0.1321754416714158,0.5179925964407466,0.6083607176024053,0.4658599470546725,0.0904703603248045,0.4491721187881853,0.4209587694170821,0.5362200663220770,0.0831493611314058,0.3794330125457061
tt0118571,"GENERAL GREELY","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9529269009594701,0.5617276148292153,0.1745788596076116,0.4845174461693199,0.1613909643014286,0.5266815328768379,0.3349950326892816,0.4214466165628135,0.1958726853876441,0.4676747645959393,0.4043038572946446,0.5339689425781287,0.0440114562574185,0.3589354933835542
tt0118571,"INT. MAIN CONFERENCE","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.2734471515695024,0.4334063015202305,0.9579841596981489,0.6301991919407874,0.9694468647190908,0.7218262934918244,0.9900580348027697,0.5959235233675614,0.7399569399138703,0.5253137323590195,0.9900945919063284,0.6693131468500825,0.9421015235221079,0.5678181371903027
tt0118571,"INT. REAR BAGGAGE HO","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.8384751620785217,0.5230729271021136,0.9532740829161872,0.6274488330393340,0.7207241625313674,0.6340067681515834,0.9916694933622952,0.6000768115946419,0.6642227939761031,0.5168890135201482,0.8950061311837525,0.6126782074091323,0.5937603830381516,0.4827359728339020
tt0118571,SWITCHBOARD,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9988024876409767,0.6385272047548246,0.5569119763296333,0.5435434962533390,0.0302466812529709,0.4660936692341784,0.1184353204412334,0.3735197630737015,0.0640110539368766,0.4420969559688031,0.0375994406787670,0.4530914879321261,0.0325195200804647,0.3500752109184975
tt0118571,"INT. MAIN CABIN.","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9398149883139899,0.5549236422187535,0.6239909570957325,0.5529950988144613,0.5359607386735825,0.6002675287378950,0.9291704033987430,0.5415230525738324,0.1201453952728127,0.4554601456620989,0.9406879635593767,0.6288310942889543,0.6824761320146158,0.4978613633744435
tt0118571,"CHIEF MECHANIC","Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9925049270936881,0.6044966534321483,0.0783805588215319,0.4582778834004299,0.0048201406220886,0.4175856765147489,0.7315697353972680,0.4875543998286092,0.1520418880878677,0.4610925228555156,0.2748945741203853,0.5152441365924229,0.0654827391900449,0.3713983579971660
tt0118571,SECRETARY,"Air Force One",1997,"Action, Adventure, Drama, Thriller",0.9236171085851703,0.5479678070058198,0.1754185314380321,0.4846955793270093,0.0361966381270638,0.4715865026982653,0.8656762209449239,0.5185023325671329,0.3226469339743000,0.4829004449807873,0.6911881724273359,0.5729832730323380,0.1328132016709272,0.3966990241081106
